Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,,,,,,,,,,,,,,lpp_21
5,to,,`i,`i,,,,,`i,`i,,,,,,,,,,,,,,,
6,listen,,,,,,,,,,,,,,,,,,,,,,,,
7,to,*,Stimulus,Goal,,Stimulus,Goal,,Stimulus,Goal,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,wind,,,,,,,,,,,,,,,,,,,,,,,,
10,in,*,Locus,Locus,,Path,Locus,or just Locus?,Locus,Locus,while he is in the wheat field?,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,wheat,,,,,,,,,,,,,,,,,,,,,,,,
13,...,,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1113,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,fox,,,,,,,,,,,,,,,,,,,,,,,,
3,gazed,,,,,,,,,,,,,,,,,,,,,,,,
4,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,little,,,,,,,,,,,,,,,,,,,,,,,,
7,prince,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,for,*,Duration,Duration,,Duration,Duration,,Duration,Duration,,,,,,,,,,,,,,,
10,a,,,,,,,,,,,,,,,,,,,,,,,,
11,long,,,,,,,,,,,,,,,,,,,,,,,,
12,time,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1114,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Please,,,,,,,,,,,,,,,,,,,,,,,,
3,-,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
5,tame,,,,,,,,,,,,,,,,,,,,,,,,
6,me,,,,,,,awww,,,,,,,,,,,,,,,,,
7,!,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,he,,,,,,,,,,,,,,,,,,,,,,,,
10,said,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1115,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,want,,,,,,,,,,,,,,,,,,,,,,,,
4,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,very,,,,,,,,,,,,,,,,,,,,,,,,
7,much,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,little,,,,,,,,,,,,,,,,,,,,,,,,
12,prince,,,,,,,,,,,,,,,,,,,,,,,,
13,replied,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1116,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,But,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,not,,,,,,,,,,,,,,,,,,,,,,,,
6,much,,,,,,,,,,,,,,,,,,,,,,,,
7,time,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1117,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,have,,,,,,,,,,,,,,,,,,,,,,,,
3,friends,,,,,,,,,,,,,,,,,,,,,,,,
4,to,*,Purpose,Purpose,,Purpose,Purpose,???,Purpose,Purpose,,,,,,,,,,,,,,,
5,discover,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,and,,,,,,,,,,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,great,,,,,,,,,,,,,,,,,,,,,,,,
10,many,,,,,,,,,,,,,,,,,,,,,,,,
11,things,,,,,,,,,,,,,,,,,,,,,,,,
12,to,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,[190],,,,,,,,,,,,,,
13,understand,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
15,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1118,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,One,,,,,,,,,,,,,,,,,,,,,,,,
3,only,,,,,,,,,,,,,,,,,,,,,,,,
4,understands,,,,,,,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,things,,,,,,,,,,,,,,,,,,,,,,,,
7,that,,,,,,,,,,,,,,,,,,,,,,,,
8,one,,,,,,,,,,,,,,,,,,,,,,,,
9,tames,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
12,said,,,,,,,,,,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,fox,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1119,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Men,,,,,,,,,,,,,,,,,,,,,,,,
3,have,,,,,,,,,,,,,,,,,,,,,,,,
4,no,,,,,,,,,,,,,,,,,,,,,,,,
5,more,,,,,,,,,,,,,,,,,,,,,,,,
6,time,,,,,,,,,,,,,,,,,,,,,,,,
7,to,,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,?,,,,,,,,,,,,,,
8,understand,,,,,,,,,,,,,,,,,,,,,,,,
9,anything,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1120,,,,,,,,,,,,,,,,,,,,,,,,,
1,They,,,,,,,,,,,,,,,,,,,,,,,,
2,buy,,,,,,,,,,,,,,,,,,,,,,,,
3,things,,,,,,,,,,,,,,,,,,,,,,,,
4,all,,,,,,,,,,,,,,,,,,,,,,,,
5,ready,,,,,,,,,,,,,,,,,,,,,,,,
6,made,,,,,,,,,,,,,,,,,,,,,,,,
7,at,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,shops,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1121,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,there,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,no,,,,,,,,,,,,,,,,,,,,,,,,
5,shop,,,,,,,,,,,,,,,,,,,,,,,,
6,anywhere,,,,,,,,,,,,,,,,,,,,,,,,
7,where,,,,,,,,,,,,,,,,,,,,,,,,
8,one,,,,,,,,,,,,,,,,,,,,,,,,
9,can,,,,,,,,,,,,,,,,,,,,,,,,
10,buy,,,,,,,,,,,,,,,,,,,,,,,,
11,friendship,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,and,,,,,,,,,,,,,,,,,,,,,,,,
14,so,,,,,,,,,,,,,,,,,,,,,,,,
15,men,,,,,,,,,,,,,,,,,,,,,,,,
16,have,,,,,,,,,,,,,,,,,,,,,,,,
17,no,,,,,,,,,,,,,,,,,,,,,,,,
18,friends,,,,,,,,,,,,,,,,,,,,,,,,
19,any,,,,,,,,,,,,,,,,,,,,,,,,
20,more,,,,,,,,,,,,,,,,,,,,,,,,
21,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1122,,,,,,,,,,,,,,,,,,,,,,,,,
1,If,,,,,,,,,,,,,,,,,,,,,,,,
2,you,,,,,,,,,,,,,,,,,,,,,,,,
3,want,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,friend,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,tame,,,,,,,,,,,,,,,,,,,,,,,,
8,me,,,,,,,,,,,,,,,,,,,,,,,,
9,...,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1123,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,What,,,,,,,,,,,,,,,,,,,,,,,,
3,must,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,do,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,to,,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
8,tame,,,,,,,,,,,,,,,,,,,,,,,,
9,you,,,,,,,,,,,,,,,,,,,,,,,,
10,?,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
12,asked,,,,,,,,,,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,little,,,,,,,,,,,,,,,,,,,,,,,,
15,prince,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1124,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,You,,,,,,,,,,,,,,,,,,,,,,,,
3,must,,,,,,,,,,,,,,,,,,,,,,,,
4,be,,,,,,,,,,,,,,,,,,,,,,,,
5,very,,,,,,,,,,,,,,,,,,,,,,,,
6,patient,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,replied,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,fox,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1125,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,First,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,will,,,,,,,,,,,,,,,,,,,,,,,,
5,sit,,,,,,,,,,,,,,,,,,,,,,,,
6,down,,,,,,,,,,,,,,,,,,,,,,,,
7,at,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,little,,,,,,,,,,,,,,,,,,,,,,,,
10,distance,,,,,,,,,,,,,,,,,,,,,,,,
11,from,*,Locus,Source,,Locus,Source,,Locus,Source,,,,,,,,,,,,,,,
12,me,,,,,,,,,,,,,,,,,,,,,,,,
13,-,,,,,,,,,,,,,,,,,,,,,,,,
14,-,,,,,,,,,,,,,,,,,,,,,,,,
15,like,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,Manner,ComparisonRef,,,,,,,,,,,,,,,
16,that,,,,,,,,,,,,,,,,,,,,,,,,
17,-,,,,,,,,,,,,,,,,,,,,,,,,
18,-,,,,,,,,,,,,,,,,,,,,,,,,
19,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
20,the,,,,,,,,,,,,,,,,,,,,,,,,
21,grass,,,,,,,,,,,,,,,,,,,,,,,,
22,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1126,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,shall,,,,,,,,,,,,,,,,,,,,,,,,
3,look,,,,,,,,,,,,,,,,,,,,,,,,
4,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
5,you,,,,,,,,,,,,,,,,,,,,,,,,
6,out,1:1**,Source,Source,,Source,Source,?,Locus,Source,,,,,,,,,,,,,,,
7,of,1:2,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,corner,,,,,,,,,,,,,,,,,,,,,,,,
10,of,*,Whole,Whole,,Whole,Whole,,Whole,Whole,,,,,,,,,,,,,,,
11,my,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
12,eye,,,,,,,,,,,,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,and,,,,,,,,,,,,,,,,,,,,,,,,
15,you,,,,,,,,,,,,,,,,,,,,,,,,
16,will,,,,,,,,,,,,,,,,,,,,,,,,
17,say,,,,,,,,,,,,,,,,,,,,,,,,
18,nothing,,,,,,,,,,,,,,,,,,,,,,,,
19,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1127,,,,,,,,,,,,,,,,,,,,,,,,,
1,Words,,,,,,,,,,,,,,,,,,,,,,,,
2,are,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,source,,,,,,,,,,,,,,,,,,,,,,,,
5,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,?,Gestalt,Gestalt,"i see ""source"" I say Source",,,,,,,,,,,,,,
6,misunderstandings,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1128,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,you,,,,,,,,,,,,,,,,,,,,,,,,
3,will,,,,,,,,,,,,,,,,,,,,,,,,
4,sit,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,little,,,,,,,,,,,,,,,,,,,,,,,,
7,closer,,,,,,,,,,,,,,,,,,,,,,,,
8,to,*,Locus,Goal,,Locus,Goal,,Locus,Goal,,,,,,,,,,,,,,,
9,me,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,every,,,,,,,,,,,,,,,,,,,,,,,,
12,day,,,,,,,,,,,,,,,,,,,,,,,,
13,...,,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1129,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,next,,,,,,,,,,,,,,,,,,,,,,,,
3,day,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,little,,,,,,,,,,,,,,,,,,,,,,,,
6,prince,,,,,,,,,,,,,,,,,,,,,,,,
7,came,,,,,,,,,,,,,,,,,,,,,,,,
8,back,,NONSNACS,NONSNACS,,Direction,Direction,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1130,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,It,,,,,,,,,,,,,,,,,,,,,,,,
3,would,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,been,,,,,,,,,,,,,,,,,,,,,,,,
6,better,,,,,,,,,,,,,,,,,,,,,,,,
7,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
8,come,,,,,,,,,,,,,,,,,,,,,,,,
9,back,,NONSNACS,NONSNACS,,Direction,Direction,,,,,,,,,,,,,,,,,,
10,at,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,same,,,,,,,,,,,,,,,,,,,,,,,,
13,hour,,,,,,,,,,,,,,,,,,,,,,,,
14,",",,,,,,,,,,,,,,,,,,,,,,,,
15,"""",,,,,,,,,,,,,,,,,,,,,,,,
16,said,,,,,,,,,,,,,,,,,,,,,,,,
17,the,,,,,,,,,,,,,,,,,,,,,,,,
18,fox,,,,,,,,,,,,,,,,,,,,,,,,
19,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1131,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,If,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,for,,`d,`d,MWE,,,,,,??,,,,,,,,,,,,,,
5,example,,_,_,MWE,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,you,,,,,,,,,,,,,,,,,,,,,,,,
8,come,,,,,,,,,,,,,,,,,,,,,,,,
9,at,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
10,four,,,,,,,,,,,,,,,,,,,,,,,,
11,o'clock,,,,,,,,,,,,,,,,,,,,,,,,
12,in,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,afternoon,,,,,,,,,,,,,,,,,,,,,,,,
15,",",,,,,,,,,,,,,,,,,,,,,,,,
16,then,,,,,,,,,,,,,,,,,,,,,,,,
17,at,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
18,three,,,,,,,,,,,,,,,,,,,,,,,,
19,o'clock,,,,,,,,,,,,,,,,,,,,,,,,
20,I,,,,,,,,,,,,,,,,,,,,,,,,
21,shall,,,,,,,,,,,,,,,,,,,,,,,,
22,begin,,,,,,,,,,,,,,,,,,,,,,,,
23,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
24,be,,,,,,,,,,,,,,,,,,,,,,,,
25,happy,,,,,,,,,,,,,,,,,,,,,,,,
26,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1132,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,shall,,,,,,,,,,,,,,,,,,,,,,,,
3,feel,,,,,,,,,,,,,,,,,,,,,,,,
4,happier,,,,,,,,,,,,,,,,,,,,,,,,
5,and,,,,,,,,,,,,,,,,,,,,,,,,
6,happier,,,,,,,,,,,,,,,,,,,,,,,,
7,as,*,Circumstance,Circumstance,,Circumstance,Circumstance,,Circumstance,Circumstance,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,hour,,,,,,,,,,,,,,,,,,,,,,,,
10,advances,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1133,,,,,,,,,,,,,,,,,,,,,,,,,
1,At,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
2,four,,,,,,,,,,,,,,,,,,,,,,,,
3,o'clock,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,I,,,,,,,,,,,,,,,,,,,,,,,,
6,shall,,,,,,,,,,,,,,,,,,,,,,,,
7,already,,,,,,,,,,,,,,,,,,,,,,,,
8,be,,,,,,,,,,,,,,,,,,,,,,,,
9,worrying,,,,,,,,,,,,,,,,,,,,,,,,
10,and,,,,,,,,,,,,,,,,,,,,,,,,
11,jumping,,,,,,,,,,,,,,,,,,,,,,,,
12,about,*,Locus,Path,,Locus,Path,,Path,Path,"like ""around""?",,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1134,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,shall,,,,,,,,,,,,,,,,,,,,,,,,
3,show,,,,,,,,,,,,,,,,,,,,,,,,
4,you,,,,,,,,,,,,,,,,,,,,,,,,
5,how,,,,,,,,,,,,,,,,,,,,,,,,
6,happy,,,,,,,,,,,,,,,,,,,,,,,,
7,I,,,,,,,,,,,,,,,,,,,,,,,,
8,am,,,,,,,,,,,,,,,,,,,,,,,,
9,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1135,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,if,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,come,,,,,,,,,,,,,,,,,,,,,,,,
5,at,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
6,just,,,,,,,,,,,,,,,,,,,,,,,,
7,any,,,,,,,,,,,,,,,,,,,,,,,,
8,time,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,I,,,,,,,,,,,,,,,,,,,,,,,,
11,shall,,,,,,,,,,,,,,,,,,,,,,,,
12,never,,,,,,,,,,,,,,,,,,,,,,,,
13,know,,,,,,,,,,,,,,,,,,,,,,,,
14,at,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
15,what,,,,,,,,,,,,,,,,,,,,,,,,
16,hour,,,,,,,,,,,,,,,,,,,,,,,,
17,my,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
18,heart,,,,,,,,,,,,,,,,,,,,,,,,
19,is,,,,,,,,,,,,,,,,,,,,,,,,
20,to,,`i,`i,,`i,`i,?,`i,`i,,,,,,,,,,,,,,,
21,be,,,,,,,,,,,,,,,,,,,,,,,,
22,ready,,,,,,,,,,,,,,,,,,,,,,,,
23,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
24,greet,,,,,,,,,,,,,,,,,,,,,,,,
25,you,,,,,,,,,,,,,,,,,,,,,,,,
26,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1136,,,,,,,,,,,,,,,,,,,,,,,,,
1,One,,,,,,,,,,,,,,,,,,,,,,,,
2,must,,,,,,,,,,,,,,,,,,,,,,,,
3,observe,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,proper,,,,,,,,,,,,,,,,,,,,,,,,
6,rites,,,,,,,,,,,,,,,,,,,,,,,,
7,...,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1137,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,What,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,rite,,,,,,,,,,,,,,,,,,,,,,,,
6,?,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,asked,,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,little,,,,,,,,,,,,,,,,,,,,,,,,
11,prince,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1138,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Those,,,,,,,,,,,,,,,,,,,,,,,,
3,also,,,,,,,,,,,,,,,,,,,,,,,,
4,are,,,,,,,,,,,,,,,,,,,,,,,,
5,actions,,,,,,,,,,,,,,,,,,,,,,,,
6,too,,,,,,,,,,,,,,,,,,,,,,,,
7,often,,,,,,,,,,,,,,,,,,,,,,,,
8,neglected,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,said,,,,,,,,,,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,fox,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1139,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,They,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,what,,,,,,,,,,,,,,,,,,,,,,,,
5,make,,,,,,,,,,,,,,,,,,,,,,,,
6,one,,,,,,,,,,,,,,,,,,,,,,,,
7,day,,,,,,,,,,,,,,,,,,,,,,,,
8,different,,,,,,,,,,,,,,,,,,,,,,,,
9,from,*,ComparisonRef,Source,,ComparisonRef,Source,[458b],ComparisonRef,Source,,,,,,,,,,,,,,,
10,other,,,,,,,,,,,,,,,,,,,,,,,,
11,days,,,,,,,[obligatory passover joke],,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,one,,,,,,,,,,,,,,,,,,,,,,,,
14,hour,,,,,,,,,,,,,,,,,,,,,,,,
15,from,*,ComparisonRef,Source,,ComparisonRef,Source,,ComparisonRef,Source,,,,,,,,,,,,,,,
16,other,,,,,,,,,,,,,,,,,,,,,,,,
17,hours,,,,,,,,,,,,,,,,,,,,,,,,
18,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1140,,,,,,,,,,,,,,,,,,,,,,,,,
1,There,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
